gene	Badami_LB_400CH_Clone14	Badami_LB_400CH_Clone15	Badami_LB_400CH_Clone16	Badami_LB_800CH_Clone14	Badami_LB_800CH_Clone15	Badami_LB_800CH_Clone16	Bergeron_LB_400CH_Clone10	Bergeron_LB_400CH_Clone8	Bergeron_LB_400CH_Clone9	Bergeron_LB_800CH_Clone10	Bergeron_LB_800CH_Clone8	Bergeron_LB_800CH_Clone9
Prupe.2G047800.v2.1	176	201	175	159	155	201	93	101	84	59	101	102
Prupe.2G047900.v2.1	0	1	3	0	0	0	1	2	1	3	0	1
Prupe.2G048000.v2.1	382	355	312	432	341	396	317	251	247	256	286	270
Prupe.2G048100.v2.1	0	0	0	0	0	0	0	0	0	0	1	0
Prupe.2G048200.v2.1	115	73	144	317	422	349	29	39	44	10	107	106
Prupe.2G048300.v2.1	1	0	0	1	0	0	0	0	0	0	1	2
Prupe.2G048400.v2.1	0	0	0	0	0	0	0	0	0	0	0	0
Prupe.2G048500.v2.1	0	18	24	18	29	22	12	17	15	7	9	15
Prupe.2G048600.v2.1	705	1150	1225	2298	2091	2156	863	1628	2141	1421	2309	2410
Prupe.2G048700.v2.1	8	25	29	33	38	29	22	20	47	28	53	46
Prupe.2G048800.v2.1	0	0	0	1	0	0	0	0	0	0	0	0
Prupe.2G048900.v2.1	0	2	0	2	5	0	4	3	4	2	3	8
Prupe.2G049000.v2.1	51	73	99	84	119	138	39	58	50	15	44	51
Prupe.2G049100.v2.1	0	0	0	0	0	0	0	0	0	2	0	1
Prupe.2G049200.v2.1	1219	1656	1625	1453	1577	1863	1093	1296	1174	596	1043	1417
Prupe.2G049300.v2.1	32	51	53	32	41	52	34	74	39	17	34	19
Prupe.2G049400.v2.1	138	218	244	154	196	231	198	251	184	50	104	140
Prupe.2G049500.v2.1	268	572	527	342	434	533	249	372	294	132	304	290
Prupe.2G049600.v2.1	156	275	278	186	290	347	169	309	220	68	228	182
Prupe.2G049700.v2.1	50	120	125	32	48	79	75	97	74	18	48	91
Prupe.2G049800.v2.1	819	1122	1057	1159	1347	1365	886	1043	842	706	1077	1025
Prupe.2G049900.v2.1	487	767	825	775	799	921	563	781	700	350	688	634
Prupe.2G050000.v2.1	0	3	3	3	5	2	0	0	1	0	1	1
Prupe.2G050100.v2.1	247	609	588	408	542	769	268	334	311	103	314	390
Prupe.2G050200.v2.1	0	0	0	0	0	0	0	0	0	0	1	0
Prupe.2G050300.v2.1	3	0	0	0	0	0	0	7	3	62	57	44
Prupe.2G050400.v2.1	0	0	0	1	3	1	1	0	0	1	0	1
Prupe.2G050500.v2.1	0	0	0	0	0	0	0	2	0	1	1	0
Prupe.2G050600.v2.1	204	375	439	334	340	445	194	333	246	133	244	189
Prupe.2G050700.v2.1	39	131	125	68	93	121	44	99	59	24	57	63
Prupe.2G050800.v2.1	64	120	107	67	90	81	242	234	274	95	157	146
Prupe.2G050900.v2.1	86	168	201	103	164	196	65	139	132	56	147	121
Prupe.2G051000.v2.1	47	51	54	71	53	58	59	56	51	32	31	31
Prupe.2G051100.v2.1	0	0	0	0	0	0	0	0	0	0	0	0
Prupe.2G051200.v2.1	2	8	4	2	4	2	0	0	1	0	0	0
Prupe.2G051300.v2.1	3	5	7	3	12	5	4	1	2	1	2	1
Prupe.2G051400.v2.1	41	78	77	44	53	73	42	54	41	18	42	38
Prupe.2G051500.v2.1	1	1	0	0	0	0	1	0	1	2	0	0
Prupe.2G051600.v2.1	15	61	67	46	55	74	47	62	35	33	36	50
Prupe.2G051700.v2.1	706	850	740	614	633	783	644	721	542	392	715	667
Prupe.2G051800.v2.1	10	21	17	32	62	75	14	19	10	14	69	101
Prupe.2G051900.v2.1	0	0	0	0	0	0	0	0	0	0	0	0
Prupe.2G052000.v2.1	0	0	0	0	0	0	0	0	0	0	0	0
Prupe.2G052100.v2.1	241	362	304	236	260	348	252	372	232	151	247	234
Prupe.2G052200.v2.1	13	22	39	23	29	33	32	63	75	18	64	53
Prupe.2G052300.v2.1	10	12	9	19	9	11	12	5	8	33	8	10
Prupe.2G052400.v2.1	1	0	0	0	0	1	0	1	0	0	1	1
Prupe.2G052500.v2.1	1671	2669	1749	873	926	1286	1779	2648	1847	450	803	980
Prupe.2G052600.v2.1	1207	2116	1665	837	1000	1131	1404	1435	1096	957	1146	1287
Prupe.2G052700.v2.1	9	20	28	8	20	27	13	22	25	9	25	42
Prupe.2G052800.v2.1	3	1	7	5	9	6	1	9	3	0	10	10
Prupe.2G052900.v2.1	63	64	79	69	76	99	71	82	53	50	73	67
Prupe.2G053000.v2.1	5	21	40	10	20	23	9	27	25	3	14	22
Prupe.2G053100.v2.1	5	6	3	0	0	0	0	0	2	0	0	1
Prupe.2G053200.v2.1	55	14	10	22	13	11	38	8	11	43	7	8
Prupe.2G053300.v2.1	0	0	0	0	0	0	0	0	0	0	0	0
Prupe.2G053400.v2.1	0	0	0	0	0	0	0	0	0	0	0	0
Prupe.2G053500.v2.1	96	146	132	110	148	141	89	94	82	27	41	53
Prupe.2G053600.v2.1	26	57	65	37	62	70	18	45	33	17	37	29
Prupe.2G053700.v2.1	9	39	31	33	27	54	10	17	12	3	7	12
Prupe.2G053800.v2.1	25	41	48	27	41	46	36	39	23	23	31	44
Prupe.2G053900.v2.1	0	0	0	1	3	3	0	0	1	0	0	0
Prupe.2G054000.v2.1	14	17	14	15	18	15	6	18	7	6	9	6
Prupe.2G054100.v2.1	0	4	4	16	8	9	6	5	3	0	2	2
Prupe.2G054200.v2.1	0	2	1	0	3	4	0	0	0	0	0	0
Prupe.2G054300.v2.1	6	7	19	15	14	18	1	3	0	1	2	2
Prupe.2G054400.v2.1	0	0	0	0	0	0	0	0	0	0	0	0
Prupe.2G054500.v2.1	3	5	11	3	8	11	2	21	6	3	8	6
Prupe.2G054600.v2.1	0	0	0	0	0	0	0	0	0	0	0	0
Prupe.2G054700.v2.1	47	99	62	59	119	110	81	266	180	77	141	131
Prupe.2G054800.v2.1	52	52	54	47	36	41	2	5	3	1	3	3
Prupe.2G054900.v2.1	105	184	170	82	117	149	87	110	78	10	44	61
Prupe.2G055000.v2.1	147	287	293	158	189	246	173	244	151	83	178	186
Prupe.2G055100.v2.1	0	0	0	0	0	0	0	0	0	0	0	0
Prupe.2G055200.v2.1	488	879	1421	1180	1218	1031	298	536	840	304	938	619
Prupe.2G055300.v2.1	7	2	0	2	3	0	4	0	2	0	0	0
Prupe.2G055400.v2.1	0	1	0	0	0	0	0	0	0	0	1	1
Prupe.2G055500.v2.1	17	39	82	246	222	233	44	104	167	77	339	172
Prupe.2G055600.v2.1	9	27	65	73	96	91	48	100	201	68	256	164
Prupe.2G055700.v2.1	11	48	114	180	255	220	104	298	437	187	710	573
Prupe.2G055800.v2.1	61	147	171	111	145	179	61	153	102	27	77	104
Prupe.2G055900.v2.1	11	22	11	9	11	11	11	4	8	1	10	10
Prupe.2G056000.v2.1	9	18	27	14	34	57	7	8	10	6	5	9
Prupe.2G056100.v2.1	7	37	135	182	277	248	114	312	443	423	1126	813
Prupe.2G056200.v2.1	190	304	309	266	332	402	133	310	198	94	218	221
Prupe.2G056300.v2.1	967	1600	1727	1092	1466	1410	997	1656	1209	953	1496	1546
Prupe.2G056400.v2.1	3	15	7	17	9	14	14	26	21	5	22	22
Prupe.2G056500.v2.1	1	1	0	0	0	0	0	0	2	0	2	7
Prupe.2G056600.v2.1	58	189	155	227	244	373	181	246	215	15	102	31
Prupe.2G056700.v2.1	426	1124	1151	950	1887	2226	490	630	521	96	255	134
Prupe.2G056800.v2.1	563	701	618	645	633	757	518	567	479	349	539	610
Prupe.2G056900.v2.1	411	688	675	457	518	682	474	620	437	217	365	468
Prupe.2G057000.v2.1	1	0	0	0	0	0	0	0	0	0	0	0
Prupe.2G057100.v2.1	5	45	89	163	197	183	36	95	139	57	314	213
Prupe.2G057200.v2.1	0	1	1	1	1	0	0	0	0	1	0	1
Prupe.2G057300.v2.1	0	0	0	0	0	0	0	0	0	0	0	0
Prupe.2G057400.v2.1	0	0	0	1	0	0	0	0	0	0	0	0
Prupe.2G057500.v2.1	16	57	65	25	42	66	20	58	52	12	53	80
Prupe.2G057600.v2.1	39	188	463	702	968	873	178	470	689	202	1169	904
Prupe.2G057700.v2.1	31	21	17	48	34	33	31	33	19	35	16	12
Prupe.2G057800.v2.1	28	93	273	631	693	575	102	243	374	215	662	488
Prupe.2G057900.v2.1	3	37	28	16	21	32	40	37	35	5	22	20
Prupe.2G058000.v2.1	6	14	15	25	18	38	23	29	12	10	45	61
Prupe.2G058100.v2.1	0	0	0	0	0	0	0	0	0	0	0	0
Prupe.2G058200.v2.1	1	0	0	12	10	13	1	1	0	1	9	9
Prupe.2G058300.v2.1	0	0	0	0	0	0	0	0	0	0	0	0
Prupe.2G058400.v2.1	3011	4555	4764	5782	6487	7009	2690	3641	3703	5279	9215	7331
Prupe.2G058500.v2.1	1490	2365	2353	2277	2703	3112	1439	2064	1910	1517	3418	2860
Prupe.2G058600.v2.1	268	440	453	373	402	529	306	494	374	240	320	328
Prupe.2G058700.v2.1	2	1	2	1	3	2	2	4	4	0	1	1
Prupe.2G058800.v2.1	46	127	113	100	120	182	100	201	197	36	147	114
Prupe.2G058900.v2.1	310	563	541	436	541	707	310	589	425	184	551	518
Prupe.2G059000.v2.1	79	179	184	113	148	175	165	254	170	136	233	222
Prupe.2G059100.v2.1	1	0	0	0	0	0	1	0	0	0	0	0
Prupe.2G059200.v2.1	166	319	369	324	413	361	284	406	410	134	397	412
Prupe.2G059300.v2.1	2	0	0	0	0	0	0	2	2	0	0	0
Prupe.2G059400.v2.1	119	155	374	571	472	390	458	582	1570	871	2290	1854
Prupe.2G059500.v2.1	27	91	112	54	67	95	7	7	5	0	6	2
Prupe.2G059600.v2.1	9	5	5	8	4	4	1	1	0	0	2	1
Prupe.2G059700.v2.1	200	206	209	156	120	199	291	228	240	248	142	127
Prupe.2G059800.v2.1	0	0	0	0	0	0	0	0	0	0	0	0
Prupe.2G059900.v2.1	0	0	0	0	0	0	0	0	0	0	1	0
Prupe.2G060000.v2.1	0	8	6	0	8	4	0	4	3	0	0	0
Prupe.2G060100.v2.1	90	161	136	74	86	110	126	78	86	38	62	56
Prupe.2G060200.v2.1	142	163	92	116	130	174	150	114	103	42	110	198
Prupe.2G060300.v2.1	221	263	238	281	231	325	213	169	126	109	121	154
Prupe.2G060400.v2.1	96	249	414	566	643	561	138	193	371	139	619	510
Prupe.2G060500.v2.1	0	0	0	0	1	0	0	0	0	2	0	0
Prupe.2G060600.v2.1	229	359	378	195	261	294	177	232	183	94	155	209
Prupe.2G060700.v2.1	283	317	284	248	239	315	197	266	205	171	156	168
Prupe.2G060800.v2.1	1	5	2	0	0	5	1	2	5	1	0	4
Prupe.2G060900.v2.1	822	1286	1347	1093	1254	1503	1001	1140	1040	383	713	699
Prupe.2G061000.v2.1	286	677	638	333	453	544	354	420	353	189	307	375
Prupe.2G061100.v2.1	558	908	903	602	713	1007	538	719	627	256	566	835
Prupe.2G061200.v2.1	254	307	356	399	317	378	215	331	268	149	303	343
Prupe.2G061300.v2.1	314	530	510	349	456	508	407	564	391	253	446	446
Prupe.2G061400.v2.1	499	609	535	326	332	396	313	334	245	132	110	134
Prupe.2G061500.v2.1	222	280	291	403	362	495	140	117	76	46	66	72
Prupe.2G061600.v2.1	599	927	809	669	701	805	489	491	394	144	207	178
Prupe.2G061700.v2.1	0	0	0	0	0	0	0	0	0	0	0	0
Prupe.2G061800.v2.1	251	508	1023	742	971	822	374	599	950	327	1130	813
Prupe.2G061900.v2.1	1097	1192	1087	1116	1050	1129	842	831	734	738	801	776
Prupe.2G062000.v2.1	0	0	0	0	0	0	0	0	0	0	0	0
Prupe.2G062100.v2.1	113	188	205	134	156	195	133	242	163	92	149	129
Prupe.2G062200.v2.1	0	3	4	3	7	2	4	4	1	1	1	2
Prupe.2G062300.v2.1	0	0	0	0	0	0	0	0	0	0	0	0
Prupe.2G062400.v2.1	72	104	153	83	106	118	71	78	59	54	29	33
Prupe.2G062500.v2.1	37	78	135	62	107	108	33	54	42	17	10	24
Prupe.2G062600.v2.1	1	0	0	1	1	0	0	0	0	0	0	0
Prupe.2G062700.v2.1	3	0	0	1	0	1	1	1	0	1	0	0
Prupe.2G062800.v2.1	2	0	0	0	0	1	0	0	0	1	0	1
Prupe.2G062900.v2.1	16	14	35	38	32	55	42	78	59	53	60	85
Prupe.2G063000.v2.1	161	203	231	114	154	171	74	72	66	78	25	21
Prupe.2G063100.v2.1	13	8	5	9	14	10	9	14	13	12	14	12
Prupe.2G063200.v2.1	0	0	0	0	0	0	3	0	0	0	0	0
Prupe.2G063300.v2.1	1	0	0	0	0	0	0	0	0	0	0	0
Prupe.2G063400.v2.1	15	10	9	19	16	16	16	25	21	17	26	34
Prupe.2G063500.v2.1	1	3	1	2	2	8	2	0	5	2	2	5
Prupe.2G063600.v2.1	121	264	258	144	180	217	75	78	59	93	27	43
Prupe.2G063700.v2.1	0	0	0	0	0	0	0	1	0	0	1	0
Prupe.2G063800.v2.1	2	8	10	8	9	6	11	15	5	4	11	7
Prupe.2G063900.v2.1	314	556	482	377	533	752	304	513	286	70	295	397
Prupe.2G064000.v2.1	28	74	54	77	72	67	37	34	42	40	28	25
Prupe.2G064100.v2.1	37	108	141	84	134	162	49	86	82	38	52	55
Prupe.2G064200.v2.1	86	167	121	94	104	134	96	135	88	54	93	140
Prupe.2G064300.v2.1	0	1	0	2	2	1	0	1	0	1	0	0
Prupe.2G064400.v2.1	0	0	0	0	0	0	0	0	0	0	0	0
Prupe.2G064500.v2.1	1	2	7	2	3	8	0	2	2	0	1	3
Prupe.2G064600.v2.1	0	0	0	0	1	0	0	1	0	0	3	2
Prupe.2G064700.v2.1	0	0	0	0	0	0	0	0	0	0	0	0
Prupe.2G064800.v2.1	0	0	2	0	0	3	0	0	1	1	1	2
Prupe.2G064900.v2.1	3	6	11	12	9	13	22	5	13	12	30	45
Prupe.2G065000.v2.1	0	0	0	0	0	0	0	1	0	2	0	2
Prupe.2G065100.v2.1	7	8	9	16	7	18	8	11	4	7	3	6
Prupe.2G065200.v2.1	663	1485	1426	793	1257	1459	646	1089	864	526	1128	1072
Prupe.2G065300.v2.1	442	613	615	603	584	777	512	636	478	287	410	356
Prupe.2G065400.v2.1	5	10	3	3	8	8	5	3	3	0	2	3
Prupe.2G065500.v2.1	0	0	0	0	0	0	0	0	0	0	0	0
Prupe.2G065600.v2.1	67	80	79	63	61	74	56	71	45	41	80	119
Prupe.2G065700.v2.1	923	1501	1403	444	566	595	631	1109	714	105	408	601
Prupe.2G065800.v2.1	0	0	0	0	1	1	0	0	0	0	0	0
Prupe.2G065900.v2.1	49	174	131	108	160	259	59	129	108	70	202	411
Prupe.2G066000.v2.1	172	209	244	170	176	254	165	188	146	94	143	139
Prupe.2G066100.v2.1	1	2	1	3	8	5	5	12	14	8	3	12
Prupe.2G066200.v2.1	1751	3315	3355	2448	3192	3691	1957	2745	2348	1116	2334	2256
Prupe.2G066300.v2.1	6	25	31	5	32	33	12	23	13	3	21	17
Prupe.2G066400.v2.1	89	154	126	111	111	144	74	108	83	49	87	108
Prupe.2G066500.v2.1	0	0	0	0	1	1	0	1	0	0	0	0
Prupe.2G066600.v2.1	5	34	92	119	149	158	61	149	210	70	360	251
Prupe.2G066700.v2.1	4	7	18	66	56	55	17	44	41	145	136	99
Prupe.2G066800.v2.1	0	0	1	1	1	3	0	1	0	0	0	0
Prupe.2G066900.v2.1	0	0	0	0	0	0	0	0	1	1	0	0
Prupe.2G067000.v2.1	0	0	0	6	0	2	22	26	19	21	75	94
Prupe.2G067100.v2.1	3	3	7	22	16	17	44	70	123	52	302	397
Prupe.2G067200.v2.1	0	1	0	0	1	2	1	0	1	0	1	0
Prupe.2G067300.v2.1	88	237	222	115	185	257	106	209	158	63	207	254
Prupe.2G067400.v2.1	1	3	1	1	0	4	3	12	6	1	4	2
Prupe.2G067500.v2.1	55	65	94	72	86	69	58	123	110	38	63	48
Prupe.2G067600.v2.1	41	87	129	54	81	80	42	54	65	21	48	47
Prupe.2G067700.v2.1	2	0	2	1	0	1	1	0	0	1	1	0
Prupe.2G067800.v2.1	3	5	2	4	6	10	0	2	1	3	2	22
Prupe.2G067900.v2.1	0	4	9	5	5	7	1	4	3	0	0	0
Prupe.2G068000.v2.1	6	45	95	128	229	218	64	223	355	64	548	529
Prupe.2G068100.v2.1	21	93	207	313	403	403	91	330	491	188	768	599
Prupe.2G068200.v2.1	0	6	5	2	4	13	0	0	2	1	5	6
Prupe.2G068300.v2.1	16	35	140	228	310	300	57	177	317	47	463	322
Prupe.2G068400.v2.1	0	1	3	2	2	4	0	1	2	0	2	0
Prupe.2G068500.v2.1	0	0	0	0	0	0	0	1	0	0	0	0
Prupe.2G068600.v2.1	9	12	25	14	19	30	0	2	0	0	0	0
Prupe.2G068700.v2.1	1	9	5	2	6	10	4	5	4	5	2	4
Prupe.2G068800.v2.1	0	0	1	0	2	0	1	0	0	0	0	0
Prupe.2G068900.v2.1	31	52	147	240	279	252	88	242	364	316	785	540
Prupe.2G069000.v2.1	8	23	49	25	50	46	11	42	54	15	66	39
Prupe.2G069100.v2.1	18	59	66	15	35	40	78	114	92	33	97	88
Prupe.2G069200.v2.1	38	47	54	32	49	50	15	57	31	6	36	29
Prupe.2G069300.v2.1	32	91	89	40	57	85	59	77	52	7	41	49
Prupe.2G069400.v2.1	0	0	0	0	0	0	0	1	0	0	1	0
Prupe.2G069500.v2.1	0	0	0	0	0	0	0	0	0	0	0	0
Prupe.2G069600.v2.1	184	377	325	299	325	378	156	235	170	52	110	164
Prupe.2G069700.v2.1	20	36	40	50	44	60	55	76	39	49	76	69
Prupe.2G069800.v2.1	0	0	0	0	0	0	0	0	0	0	0	0
Prupe.2G069900.v2.1	350	565	572	473	537	682	369	527	416	238	700	821
Prupe.2G070000.v2.1	0	0	0	0	1	0	0	0	1	0	1	0
Prupe.2G070100.v2.1	432	745	710	507	688	838	444	668	514	334	779	857
Prupe.2G070200.v2.1	11	31	28	23	14	21	18	24	19	8	19	20
Prupe.2G070300.v2.1	159	159	159	292	282	307	135	131	121	311	395	256
Prupe.2G070400.v2.1	0	0	0	0	0	0	0	0	0	0	0	0
Prupe.2G070500.v2.1	1	3	5	1	2	1	1	2	1	0	2	1
Prupe.2G070600.v2.1	257	624	621	451	537	681	420	593	605	201	557	678
Prupe.2G070700.v2.1	0	0	0	0	0	0	0	0	0	0	1	0
Prupe.2G070800.v2.1	0	1	2	5	1	1	3	2	3	0	6	5
Prupe.2G070900.v2.1	0	0	0	0	0	0	0	0	0	0	0	0
Prupe.2G071000.v2.1	10	13	15	5	7	12	3	10	9	2	3	9
Prupe.2G071100.v2.1	55	73	95	120	128	140	48	73	75	39	214	317
Prupe.2G071200.v2.1	3682	5076	5287	4977	4919	5730	3603	4991	4300	3302	4893	4251
Prupe.2G071300.v2.1	2345	4346	3986	2803	3733	4503	3019	3958	3844	1111	3302	4278
Prupe.2G071400.v2.1	400	564	535	460	491	625	358	465	322	278	349	341
Prupe.2G071500.v2.1	17	24	23	20	14	31	11	17	15	7	17	36
Prupe.2G071600.v2.1	2	2	0	4	3	2	2	5	0	5	3	0
Prupe.2G071700.v2.1	47	64	59	50	62	94	47	74	34	6	72	97
Prupe.2G071800.v2.1	32	101	99	43	68	69	90	124	129	57	115	129
Prupe.2G071900.v2.1	785	1516	1542	1030	1362	1434	756	1221	1166	573	1505	1492
Prupe.2G072000.v2.1	561	1097	1063	771	1150	1297	505	925	804	551	1124	1254
Prupe.2G072100.v2.1	87	134	190	257	252	220	53	105	83	26	92	97
Prupe.2G072200.v2.1	61	113	102	108	103	144	73	102	55	27	46	55
Prupe.2G072300.v2.1	22	1	2	3	3	5	5	2	3	5	2	3
Prupe.2G072400.v2.1	28	9	5	20	17	5	9	3	1	8	1	0
Prupe.2G072500.v2.1	14	9	6	12	6	7	7	5	7	16	6	3
Prupe.2G072600.v2.1	2	0	1	1	1	2	0	0	2	1	0	2
Prupe.2G072700.v2.1	0	0	0	0	1	0	0	0	0	0	0	0
Prupe.2G072800.v2.1	28	68	57	49	59	108	49	75	39	23	27	34
Prupe.2G072900.v2.1	21018	30598	25759	34745	31909	40470	21326	20774	22217	17909	21883	18786
Prupe.2G073000.v2.1	28	7	1	28	13	5	6	4	0	20	6	1
Prupe.2G073100.v2.1	1	1	3	15	24	21	0	4	1	26	42	25
Prupe.2G073200.v2.1	1	0	0	0	0	0	0	0	0	0	0	0
Prupe.2G073300.v2.1	15	2	4	8	12	5	14	39	4	31	20	1
Prupe.2G073400.v2.1	137	179	181	147	153	227	33	27	22	18	21	17
Prupe.2G073500.v2.1	133	41	0	107	105	22	76	27	8	92	24	10
Prupe.2G073600.v2.1	14	20	10	18	20	32	18	10	8	6	22	40
Prupe.2G073700.v2.1	74	138	91	118	95	97	80	80	73	35	76	72
Prupe.2G073800.v2.1	10	9	9	5	2	0	244	500	298	8	15	41
Prupe.2G073900.v2.1	0	0	0	0	0	0	14	11	6	6	4	1
Prupe.2G074000.v2.1	0	0	0	0	0	0	0	0	0	0	0	0
Prupe.2G074100.v2.1	34	135	94	77	92	101	33	70	56	15	58	56
Prupe.2G074200.v2.1	16	34	17	12	18	24	1	1	1	0	4	4
Prupe.2G074300.v2.1	7	18	35	2	2	0	628	1102	604	31	54	87
Prupe.2G074400.v2.1	2	1	5	3	4	6	12	16	7	3	26	26
Prupe.2G074500.v2.1	4	2	3	0	2	1	1	2	2	0	3	0
Prupe.2G074600.v2.1	379	461	427	455	461	522	240	335	294	102	220	203
Prupe.2G074700.v2.1	0	0	0	0	0	0	0	0	0	0	0	0
Prupe.2G074800.v2.1	1991	3467	3280	2847	3430	4087	1858	2331	2049	1094	2748	2054
Prupe.2G074900.v2.1	2	11	3	5	5	12	4	7	0	7	3	6
Prupe.2G075000.v2.1	158	420	302	194	248	310	197	406	273	91	157	204
Prupe.2G075100.v2.1	568	946	1464	1227	1370	1360	915	1047	1466	588	1477	1352
Prupe.2G075200.v2.1	0	0	2	3	1	1	0	11	9	7	12	7
Prupe.2G075300.v2.1	0	1	0	1	0	0	0	2	0	0	0	0
Prupe.2G075400.v2.1	267	375	359	330	354	420	272	288	237	229	362	384
Prupe.2G075500.v2.1	42	83	67	35	35	74	48	49	38	19	35	32
Prupe.2G075600.v2.1	1484	1977	1548	1913	1751	2063	1394	1511	1459	801	1477	1663
Prupe.2G075700.v2.1	2842	5621	5005	3673	4463	5450	2214	3387	3385	867	2254	2650
Prupe.2G075800.v2.1	603	1508	1398	810	1241	1529	645	1107	982	188	726	933
Prupe.2G075900.v2.1	413	684	835	829	863	993	503	660	671	336	693	637
Prupe.2G076000.v2.1	0	1	0	1	0	2	0	0	0	0	0	0
Prupe.2G076100.v2.1	0	0	0	0	0	0	0	0	0	0	0	0
Prupe.2G076200.v2.1	0	0	0	0	0	0	0	0	0	0	0	0
Prupe.2G076300.v2.1	0	0	0	0	0	0	0	0	0	0	0	0
Prupe.2G076400.v2.1	0	0	0	0	0	0	0	0	0	0	1	0
Prupe.2G076500.v2.1	0	0	0	0	0	0	0	0	0	0	0	0
Prupe.2G076600.v2.1	0	1	0	0	0	0	0	0	0	0	0	0
Prupe.2G076700.v2.1	1	0	2	1	3	0	2	0	1	2	1	1
Prupe.2G076800.v2.1	0	2	0	0	2	1	2	3	2	1	5	5
Prupe.2G076900.v2.1	0	0	0	0	0	0	0	0	0	0	0	0
Prupe.2G077000.v2.1	334	549	478	364	388	525	330	441	381	349	521	815
Prupe.2G077100.v2.1	1	0	0	7	8	13	2	4	4	0	5	11
Prupe.2G077200.v2.1	25	57	65	87	117	193	26	105	66	42	90	249
Prupe.2G077300.v2.1	0	0	0	0	0	0	0	0	0	0	0	0
Prupe.2G077400.v2.1	0	0	0	0	1	0	0	0	0	0	0	0
Prupe.2G077500.v2.1	51	108	90	55	105	91	61	47	47	33	38	43
Prupe.2G077600.v2.1	16	6	8	4	12	5	1	0	2	0	0	0
Prupe.2G077700.v2.1	0	0	0	0	0	0	0	0	0	0	0	0
Prupe.2G077800.v2.1	0	2	0	2	1	0	0	0	0	0	0	0
Prupe.2G077900.v2.1	1386	1929	2018	1689	1858	2139	787	1094	840	598	854	653
Prupe.2G078000.v2.1	0	4	8	4	3	7	0	0	0	0	0	1
Prupe.2G078100.v2.1	0	0	0	0	0	0	0	0	0	0	0	0
Prupe.2G078200.v2.1	390	245	179	323	205	219	255	118	89	188	76	93
Prupe.2G078300.v2.1	119	167	196	160	164	209	104	115	77	70	89	76
Prupe.2G078400.v2.1	8	5	4	5	12	7	1	1	1	0	2	2
Prupe.2G078500.v2.1	14	17	12	20	13	19	2	5	2	1	8	5
Prupe.2G078600.v2.1	0	0	0	0	0	0	0	0	0	0	0	0
Prupe.2G078700.v2.1	110	198	201	108	155	228	113	86	89	39	80	90
Prupe.2G078800.v2.1	1	3	36	20	27	22	8	6	7	9	13	5
Prupe.2G078900.v2.1	371	729	737	653	885	1043	369	648	633	312	502	652
Prupe.2G079000.v2.1	118	246	219	190	222	266	249	383	325	156	376	558
Prupe.2G079100.v2.1	0	0	0	0	0	0	0	0	0	0	0	0
Prupe.2G079200.v2.1	0	0	0	0	0	0	0	0	0	0	0	0
Prupe.2G079300.v2.1	0	0	0	0	0	0	1	0	0	0	0	2
Prupe.2G079400.v2.1	99	222	287	199	271	348	131	186	155	36	142	165
Prupe.2G079500.v2.1	27	89	67	89	91	160	67	117	87	33	90	92
Prupe.2G079600.v2.1	6	13	20	17	15	26	22	30	17	3	25	41
Prupe.2G079700.v2.1	854	1310	1535	1438	1376	1468	875	1074	1136	708	1317	1264
Prupe.2G079800.v2.1	594	696	591	499	473	485	495	533	498	376	473	538
Prupe.2G079900.v2.1	159	324	270	194	242	306	169	509	298	195	338	260
Prupe.2G080000.v2.1	236	309	284	272	272	304	193	280	203	123	221	237
Prupe.2G080100.v2.1	0	0	0	0	1	0	0	2	0	0	0	0
Prupe.2G080200.v2.1	0	0	0	0	0	0	0	0	0	0	0	0
Prupe.2G080300.v2.1	3	5	9	13	19	15	1	12	5	1	15	24
Prupe.2G080400.v2.1	16	27	24	19	20	30	33	28	10	8	14	21
Prupe.2G080500.v2.1	0	0	0	0	0	0	1	0	0	0	0	0
Prupe.2G080600.v2.1	0	0	0	0	0	0	0	0	0	0	0	1
Prupe.2G080700.v2.1	0	0	0	1	0	3	0	2	0	0	1	1
Prupe.2G080800.v2.1	0	0	0	0	0	0	0	0	0	0	1	0
Prupe.2G080900.v2.1	0	1	2	0	1	0	0	3	6	1	1	0
Prupe.2G081000.v2.1	0	0	0	0	0	0	0	0	0	0	0	0
Prupe.2G081100.v2.1	4	0	0	1	1	1	1	1	1	3	2	2
Prupe.2G081200.v2.1	3	2	2	5	2	0	0	2	0	0	0	1
Prupe.2G081300.v2.1	3	0	0	0	0	0	0	0	1	0	0	0
Prupe.2G081400.v2.1	0	0	0	0	0	0	0	0	0	0	0	0
Prupe.2G081500.v2.1	4	11	7	8	4	9	0	1	0	1	0	1
Prupe.2G081600.v2.1	0	0	0	0	0	0	0	0	0	0	0	0
Prupe.2G081700.v2.1	1	0	1	0	0	0	0	0	0	2	1	0
Prupe.2G081800.v2.1	1	0	0	0	0	0	0	0	0	0	0	0
Prupe.2G081900.v2.1	1	1	0	1	1	0	0	0	0	3	0	0
Prupe.2G082000.v2.1	0	1	2	0	0	4	2	2	1	0	6	7
Prupe.2G082100.v2.1	1	0	0	1	1	1	0	1	1	0	2	4
Prupe.2G082200.v2.1	4	4	13	14	6	5	18	33	66	26	71	110
Prupe.2G082300.v2.1	0	1	0	0	1	0	1	3	0	1	3	6
Prupe.2G082400.v2.1	0	0	0	0	1	1	0	1	4	1	2	4
